question,options,answer,task_label,label,iri,depth,domain
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'personality disorder'?","A. A disease of mental health that involves the impairment in normal sexual functioning.

B. A disease of mental health that affects cognitive functions including memory processing, perception and problem solving.

C. A disease of mental health involving the abuse or dependence on a substance that is ingested in order to produce a high, alter one's senses, or otherwise affect functioning.

D. A disease of mental health that involve long-term patterns of thoughts and behaviors that cause serious problems with relationships and work.",D,1_1,personality disorder,http://purl.obolibrary.org/obo/DOID_1510,8,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'anxiety disorder'?","A. A cognitive disorder resulting from a loss of brain function affecting memory, thinking, language, judgement and behavior.

B. A cognitive disorder that involves an excessive, irrational dread of everyday situations.

C. A cognitive disorder that is characterized by objective impairment in cognition with minimal impairment of their capacity to undertake the instrumental activities of daily living.

D. A cognitive disorder that involves abnormal thinking and perceptions resulting in a disconnection with reality.",B,1_1,anxiety disorder,http://purl.obolibrary.org/obo/DOID_2030,9,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'vascular dementia'?","A. A cognitive disorder resulting from a loss of brain function affecting memory, thinking, language, judgement and behavior.

B. A tauopathy that is characterized by memory lapses, confusion, emotional instability and progressive loss of mental ability and results in progressive memory loss, impaired thinking, disorientation, and changes in personality and mood starting and leads in advanced cases to a profound decline in cognitive and physical functioning and is marked histologically by the degeneration of brain neurons especially in the cerebral cortex and by the presence of neurofibrillary tangles and plaques containing beta-amyloid.

C. A dementia that involves impairments in cognitive function caused by problems in blood vessels that feed the brain.

D. A dementia characterized by progressive neuronal loss predominantly involving the frontal and/or temporal lobes of the brain resulting in a gradual and progressive decline in behavior or language.",C,1_1,vascular dementia,http://purl.obolibrary.org/obo/DOID_8725,10,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'cerebral amyloid angiopathy'?","A. A diabetes mellitus that is characterized by high blood sugar, insulin resistance, and relative lack of insulin.

B. An overnutrition that is characterized by excess body fat, traditionally defined as an elevated ratio of weight to height (specifically 30 kilograms per meter squared), has_material_basis_in a multifactorial etiology related to excess nutrition intake, decreased caloric utilization, and genetic susceptibility, and possibly medications and certain disorders of metabolism, endocrine function, and mental illness.

C. A disease that involving errors in metabolic processes of building or degradation of molecules.

D. An amyloidosis where amyloid protein progressively deposits in cerebral blood vessel walls with subsequent degenerative vascular changes that usually result in spontaneous cerebral hemorrhage, ischemic lesions and progressive dementia.",D,1_1,cerebral amyloid angiopathy,http://purl.obolibrary.org/obo/DOID_9246,8,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'double blinded study'?","A. A clinical study that is designed using a procedure in which one or more parties to the study [subject(s), investigator(s), monitor, or/and data analyst(s)] are kept unaware of the treatment assignment(s).

B. An interventional study in which neither the subjects of the experiment nor the persons administering the experiment know the critical aspects of the experiment; a double-blind procedure is used to guard against both experimenter bias and placebo effects.

C. An omega-carboxyacyl-CoA having succinoyl as the S-acyl component.

D. An interventional study in which the person collecting the data knows whether the subjects are in the control or experimental groups but the subjects do not.",B,1_1,double blinded study,http://purl.obolibrary.org/obo/ERO_0000358,8,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'imaging technique'?","A. An image acquisition instrument that is designed for non-invasive in vivo use, to detect bioluminescence, which is based on the expression of luciferase, the light-emitting enzyme of the firefly Photinus pyralis. After the administration of the substrate luciferin, an ATP- and O2-dependent photochemical reaction occurs, resulting in the release of photons by living cells containing luciferase. This photon emission can be detected by a cooled charge-coupled device (CCD) camera, minutes after the administration of the substrate.

B. The visualization of physiological, cellular or molecular processes in living tissue in real time as they take place in cells, for example, blood flow, oxygen consumption or glucose metabolism. (Bypass Budget)

C. An imaging technique that utilizes positron emission tomography to produce a three-dimensional image of functional processes in the body. The system detects pairs of gamma rays emitted indirectly by a positron-emitting radionuclide (tracer), which is introduced into the body on the biologically active molecule (fludeoxyglucose) FDG. FDG is an analogue of glucose which when imaged will give tissue metabolic activity, in terms of regional glucose uptake.

D. A technique used to create a representation or reproduction of an object's outward form; especially a visual representation (i.e., the formation of an image).",D,1_1,imaging technique,http://purl.obolibrary.org/obo/ERO_0001312,6,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'cerebro-spinal tap'?","A. A technique used to collect cerebrospinal fluid (CSF) from an organism, which involves inserting a needle between the third and fourth lumbar vertebrae in the back and extracting a sample of fluid.

B. a planned process with the objective of obtaining specimen.

C. A technique is a planned process used to accomplish a specific activity or task.

D. An invasive procedure in which a hollow needle is introduced through an intervertebral space in the lower back to access the subarachnoid space in order to sample cerebrospinal fluid or to administer medication.",A,1_1,cerebro-spinal tap,http://purl.obolibrary.org/obo/ERO_0001071,8,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'organismal assay'?","A. An assay that generates data about the physical characteristics, physological functions, or behavior of organisms or viruses.

B. A planned process with the objective to produce information about some evaluant

C. A physiological assay that utilizes systematic administration of defined procedures to measure specific psychological functions known to be linked to particular brain structures or pathways in humans.

D. An assay that generates data about the presence, abundance, structure, function, or activity of biological molecules, or a process that occurs at a molecular level of granularity.",A,1_1,organismal assay,http://purl.obolibrary.org/obo/ERO_0001285,7,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'Personal Attribute'?","A. The party or parties involved in the clinical trial who are prevented from having knowledge of the interventions assigned to individual participants.

B. A case report is a detailed report of the symptoms, signs, diagnosis, treatment, and follow-up of an individual patient.

C. The distinguishing qualities or prominent aspects of an individual person.

D. A generically dependent continuant that is about some thing.",C,1_1,Personal Attribute,http://purl.obolibrary.org/obo/NCIT_C19332,5,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'Chinese'?","A. A person having origins in any of the original peoples of Japan.

B. A person having origins in any of the original peoples of China.

C. A person having origins in any of the original peoples of Samoa.

D. A person having origins in any of the original peoples of Vietnam.",B,1_1,Chinese,http://purl.obolibrary.org/obo/ExO_0000139,7,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'Dominican'?","A. A person having origins in the original peoples of the Indian sub-continent.

B. A person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin, regardless of race.

C. Denotes the inhabitants of the Dominican Republic, a person from there, or their descendants elsewhere.

D. A person of Central or South American culture or origin.",C,1_1,Dominican,http://purl.obolibrary.org/obo/ExO_0000142,7,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'Guamanian'?","A. A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.

B. A person of non-specified racial, cultural, or geographic origins.

C. Denotes a person having origins in any indigenous people of Alaska and their descendants and who maintains tribal affiliation, or community or cultural attachment. The concept refers to population subgroups such as Eskimos, Aleuts, Inupiat, Yupik, Alutiiq, Egegik,and Pribilovian, Alaskan Athabascan, Tlingit, and Haida. The concept refers also to individuals who classify themselves as such.

D. Denotes inhabitants of Guam, an island in the North Pacific Ocean, about three-quarters of the way from Hawaii to the Philippines, south of the Northern Mariana Islands.",D,1_1,Guamanian,http://purl.obolibrary.org/obo/ExO_0000144,7,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'Mexican'?","A. Denotes a person from or of Mexico.

B. A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.

C. A person of non-specified racial, cultural, or geographic origins.

D. Denotes a person having origins in any indigenous people of Alaska and their descendants and who maintains tribal affiliation, or community or cultural attachment. The concept refers to population subgroups such as Eskimos, Aleuts, Inupiat, Yupik, Alutiiq, Egegik,and Pribilovian, Alaskan Athabascan, Tlingit, and Haida. The concept refers also to individuals who classify themselves as such.",A,1_1,Mexican,http://purl.obolibrary.org/obo/ExO_0000150,7,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'Mexican-American'?","A. Denotes a person from or of Mexico.

B. Denotes an american citizen of Mexican descent.

C. A person having origins in the original peoples of the Pacific Islands, but not Guam, Hawaii, the Mariana Islands or Samoa.

D. A person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent, including for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, the Philippine Islands, Thailand, and Vietnam.",B,1_1,Mexican-American,http://purl.obolibrary.org/obo/ExO_0000151,7,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'Pacific Islander'?","A. Denotes a person from or of Cuba or an American citizen of Cuban descent.

B. A person of non-specified racial, cultural, or geographic origins.

C. A person having origins in the original peoples of the Pacific Islands, but not Guam, Hawaii, the Mariana Islands or Samoa.

D. A person having origins in any of the original peoples of Vietnam.",C,1_1,Pacific Islander,http://purl.obolibrary.org/obo/ExO_0000154,7,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'White'?","A. A general term for a group of culturally similar indigenous peoples inhabiting the Arctic regions of Canada, Greenland, Russia and the United States. In Alaska, the term Eskimo is commonly used, because it includes both Yupik and Inupiat, while Inuit is not accepted as a collective term. In Canada and Greenland, the term Eskimo has fallen out of favor, as it is considered pejorative by the natives and has been replaced by the term Inuit.

B. A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.

C. A person having origins in any of the original peoples of the Philippine Islands.

D. A person having origins in the original peoples of the Pacific Islands, but not Guam, Hawaii, the Mariana Islands or Samoa.",B,1_1,White,http://purl.obolibrary.org/obo/ExO_0000158,7,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'Anatomical set'?","A. Cell component which consists of the plasma membrane and the cytoplasm surrounding the nucleus.

B. anatomical structure which has as its direct parts two or more types of tissue and is continuous with one or more anatomical structures likewise constituted by two or more portions of tissues distinct from those of their complement. Examples: osteon, cortical bone, neck of femur, bronchopulmonary segment, left lobe of liver, anterior right side of heart, interventricular branch of left coronary artery, right atrium, mitral valve, head of pancreas.

C. Anatomical structure which has as its boundary the external surface of a maximally connected plasma membrane. Examples: lymphocyte, fibroblast, erythrocyte, neuron.

D. Material anatomical entity which consists of the maximum number of discontinuous members of the same class. Examples: set of cranial nerves, ventral branches of aorta, set of mammary arteries, thoracic viscera, dental arcade.",D,1_1,Anatomical set,http://purl.obolibrary.org/obo/FMA_55652,9,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'anatomical entity'?","A. a population is a collection of individuals from the same taxonomic class living, counted or sampled at a particular site or in a particular area

B. A location, relative to cellular compartments and structures, occupied by a macromolecular machine when it carries out a molecular function. There are two ways in which the gene ontology describes locations of gene products: (1) relative to cellular structures (e.g., cytoplasmic side of plasma membrane) or compartments (e.g., mitochondrion), and (2) the stable macromolecular complexes of which they are parts (e.g., the ribosome).

C. A gene is a material entity that represents the entire DNA sequence required for synthesis of a functional protein or RNA molecule.

D. Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species.",D,1_1,anatomical entity,http://purl.obolibrary.org/obo/UBERON_0001062,5,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'organelle'?","A. Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane.

B. The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached).

C. A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.

D. An electron dense network of proteins within and adjacent to the postsynaptic membrane of an asymmetric, neuron-neuron synapse. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components.",A,1_1,organelle,http://purl.obolibrary.org/obo/GO_0043226,7,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'Material anatomical entity'?","A. Physical anatomical entity which has mass. Examples: hemoglobin molecule, mitochondrion, hepatocyte, erythrocyte, heart, head, blood, urine.

B. Material anatomical entity which is generated by coordinated expression of the organism's own genes that guide its morphogenesis; has inherent 3D shape; its parts are connected and spatially related to one another in patterns determined by coordinated gene expression. Examples: heart, right ventricle, mitral valve, myocardium, endothelium, lymphocyte, fibroblast, thorax, cardiovascular system, hemoglobin, T cell receptor.

C. Any substance that inhibits the action of N-methyl-D-aspartate (NMDA) receptors. They tend to induce a state known as dissociative anesthesia, marked by catalepsy, amnesia, and analgesia, while side effects can include hallucinations, nightmares, and confusion. Due to their psychotomimetic effects, many NMDA receptor antagonists are used as recreational drugs.

D. Anatomical entity which has three or fewer spatial dimensions. Examples: hemoglobin molecule, mitochondrion, hepatocyte, erythrocyte, heart, head, blood, urine, peritoneal cavity, diaphragmatic surface of heart, inferior margin of liver, apex of lung.",A,1_1,Material anatomical entity,http://purl.obolibrary.org/obo/FMA_67165,7,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'Organ region'?","A. Cardinal organ part which is a fiat subdivision of an organ. Examples: lingula of left lung, tail of pancreas, artery, trochanter, nodulus of semilunar valve, right side of heart, duodenum, fundus of stomach.

B. Cardinal organ part which is bounded predominantly by bonafide boundaries. Examples: lobe of lung, osteon, acinus, submucosa, anterior leaflet of mitral valve, capsule of kidney, cortical bone, muscle fasciculus.

C. Organ region with one or more anchored fiat boundaries. Examples: artery, trunk of nerve, cervical part of esophagus, pelvic part of vagina, horn of thyroid cartilage, anterior segment of eyeball.

D. anatomical structure which has as its direct parts two or more types of tissue and is continuous with one or more anatomical structures likewise constituted by two or more portions of tissues distinct from those of their complement. Examples: osteon, cortical bone, neck of femur, bronchopulmonary segment, left lobe of liver, anterior right side of heart, interventricular branch of left coronary artery, right atrium, mitral valve, head of pancreas.",A,1_1,Organ region,http://purl.obolibrary.org/obo/FMA_67619,10,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'fragmented DNA'?","A. A discrete intracellular part formed of aggregated molecules such as proteins or other biopolymers.

B. A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm.

C. The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.

D. A cell phenotype in which DNA is broken into small fragments.",D,1_1,fragmented DNA,http://purl.obolibrary.org/obo/FYPO_0000160,8,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'intracellular anatomical structure'?","A. A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm.

B. An axon part that is a gap in the myelin where voltage-gated sodium channels cluster and saltatory conduction is executed.

C. A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.

D. A part of a cellular organism that is either an immaterial entity or a material entity with granularity above the level of a protein complex but below that of an anatomical system. Or, a substance produced by a cellular organism with granularity above the level of a protein complex.",A,1_1,intracellular anatomical structure,http://purl.obolibrary.org/obo/GO_0005622,7,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'cognitive measurement'?","A. A psychological measurement of some aspect of intellectual functions such as memory, problem solving, and comprehension.

B. A measurement datum is an information content entity that is a recording of the output of a measurement such as produced by a device.

C. A cognitive measurement that is an output (score) from the Mini-Mental State Exam.

D. A cognitive measurement that is the output (score) from the Montreal Cognitive Assessment Test (MoCA) for Dementia",A,1_1,cognitive measurement,http://purl.obolibrary.org/obo/GECKO_0000119,7,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'gene'?","A. Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species.

B. A gene is a material entity that represents the entire DNA sequence required for synthesis of a functional protein or RNA molecule.

C. Any of a kingdom (Plantae) of living things typically lacking locomotive movement or obvious nervous or sensory organs and possessing cellulose cell walls.

D. Invertebrates are animals that neither possess nor develop a vertebral column (commonly known as a backbone or spine), derived from the notochord. This includes all animals apart from the subphylum Vertebrata.",B,1_1,gene,http://purl.obolibrary.org/obo/OGG_0000000002,5,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'autophagy of mitochondrion'?","A. The autophagic process in which mitochondria are delivered to a type of vacuole and degraded in response to changing cellular conditions.

B. Any Alzheimer disease in which the cause of the disease is a mutation in the ADAM10 gene.

C. The selective autophagy process in which a mitochondrion is degraded by macroautophagy.

D. The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation.",A,1_1,autophagy of mitochondrion,http://purl.obolibrary.org/obo/GO_0000422,7,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'autophagy'?","A. The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation.

B. The trafficking of synaptic vesicles from the pre-synaptic membrane so the vesicle can dock and prime for another round of exocytosis and neurotransmitter release. Recycling occurs after synaptic vesicle exocytosis, and is necessary to replenish presynaptic vesicle pools, sustain transmitter release and preserve the structural integrity of the presynaptic membrane. Recycling can occur following transient fusion with the presynaptic membrane (kiss and run), or via endocytosis of presynaptic membrane.

C. The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.

D. The chemical reactions and pathways by which individual cells transform chemical substances.",A,1_1,autophagy,http://purl.obolibrary.org/obo/GO_0006914,6,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'mitophagy'?","A. The autophagic process in which mitochondria are delivered to a type of vacuole and degraded in response to changing cellular conditions.

B. The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation.

C. Any process evolved to enable an interaction with an organism of a different species.

D. The selective autophagy process in which a mitochondrion is degraded by macroautophagy.",D,1_1,mitophagy,http://purl.obolibrary.org/obo/GO_0000423,7,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'proteasome complex'?","A. A large multisubunit complex which catalyzes protein degradation, found in eukaryotes, archaea and some bacteria. In eukaryotes, this complex consists of the barrel shaped proteasome core complex and one or two associated proteins or complexes that act in regulating entry into or exit from the core.

B. The organic response of tissues to external insult, injury or underlying genetic or epigenetic lesion.

C. A compound containing at least one carbon-halogen bond (where X is a halogen atom).

D. A protein complex which is capable of catalytic activity.",A,1_1,proteasome complex,http://purl.obolibrary.org/obo/GO_0000502,9,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'action potential'?","A. Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA).

B. A sulfur oxoanion obtained by deprotonation of both OH groups of sulfuric acid.

C. Any process that modulates a measurable attribute of any biological process, quality or function.

D. A process in which membrane potential cycles through a depolarizing spike, triggered in response to depolarization above some threshold, followed by repolarization. This cycle is driven by the flow of ions through various voltage gated channels with different thresholds and ion specificities.",D,1_1,action potential,http://purl.obolibrary.org/obo/GO_0001508,6,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'pore complex'?","A. A protein complex providing a discrete opening in a membrane that allows the passage of gases and/or liquids.

B. A protein complex produced by sequentially activated components of the complement cascade inserted into a target cell membrane and forming a pore leading to cell lysis via ion and water flow.

C. Any protein complex that is part of the plasma membrane.

D. Any protein complex that is part of a membrane.",A,1_1,pore complex,http://purl.obolibrary.org/obo/GO_0046930,8,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'nucleus'?","A. A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.

B. A network of proteins within and adjacent to the postsynaptic membrane. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components.

C. A secretory organelle, typically 50 nm in diameter, of presynaptic nerve terminals; accumulates in high concentrations of neurotransmitters and secretes these into the synaptic cleft by fusion with the 'active zone' of the presynaptic plasma membrane.

D. The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached).",A,1_1,nucleus,http://purl.obolibrary.org/obo/GO_0005634,8,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'mitochondrion'?","A. A transport vesicle that mediates transport from an intracellular compartment to the plasma membrane, and fuses with the plasma membrane to release various cargo molecules, such as proteins or hormones, by exocytosis.

B. The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached).

C. A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.

D. A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol.",C,1_1,mitochondrion,http://purl.obolibrary.org/obo/GO_0005739,8,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'autophagosome'?","A. A double-membrane-bounded compartment that engulfs endogenous cellular material as well as invading microorganisms to target them to the lytic vacuole/lysosome for degradation as part of macroautophagy.

B. A monoatomic monocation obtained from potassium.

C. A small lytic vacuole that has cell cycle-independent morphology and is found in most animal cells and that contains a variety of hydrolases, most of which have their maximal activities in the pH range 5-6. The contained enzymes display latency if properly isolated. About 40 different lysosomal hydrolases are known and lysosomes have a great variety of morphologies and functions.

D. A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol.",A,1_1,autophagosome,http://purl.obolibrary.org/obo/GO_0005776,9,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'supramolecular complex'?","A. An axon part that is a gap in the myelin where voltage-gated sodium channels cluster and saltatory conduction is executed.

B. A cellular component that consists of an indeterminate number of proteins or macromolecular complexes, organized into a regular, higher-order structure such as a polymer, sheet, network or a fiber.

C. Any of the long, generally straight, hollow tubes of internal diameter 12-15 nm and external diameter 24 nm found in a wide variety of eukaryotic cells; each consists (usually) of 13 protofilaments of polymeric tubulin, staggered in such a manner that the tubulin monomers are arranged in a helical pattern on the microtubular surface, and with the alpha/beta axes of the tubulin subunits parallel to the long axis of the tubule; exist in equilibrium with pool of tubulin monomers and can be rapidly assembled or disassembled in response to physiological stimuli; concerned with force generation, e.g. in the spindle.

D. A structure that lies outside the plasma membrane and surrounds the entire cell or cells. This does not include the periplasmic space.",B,1_1,supramolecular complex,http://purl.obolibrary.org/obo/GO_0099080,7,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'cellular metabolic process'?","A. A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane.

B. Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538).

C. The chemical reactions and pathways by which individual cells transform chemical substances.

D. The directed movement of organelles or molecules along microtubules in axons.",C,1_1,cellular metabolic process,http://purl.obolibrary.org/obo/GO_0044237,6,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'sodium ion transport'?","A. The directed movement of sodium ions (Na+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.

B. The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.

C. b is a generically dependent continuant = Def. b is a continuant that g-depends_on one or more other entities. (axiom label in BFO2 Reference: [074-001])

D. A process in which a potassium ion is transported from one side of a membrane to the other.",A,1_1,sodium ion transport,http://purl.obolibrary.org/obo/GO_0006814,7,"Health & Medicine, Alzheimer Disease Ontology"
